,닉네임,댓글,날짜
2917,巫女桔梗 ,나는 헬조선에 살면서 탈조선을 하기 위해 노력했다. 단 하루라도 탈조선을 생각해보지 않은 적이 없다.,2018.06.23 20:47:17
2918,비누와등짝 ,,2018.06.23 20:48:18
2919,ㅇㅇ(223.62),이렇게 댓글창에 와서 어그로를 끄는것도 무언가를 이루려고 온거같지 않음 그냥 싸우고 험한말하는게 재밌어서 온걸로밖에 안보여  - dc App,2018.06.23 20:48:33
2920,ㅇㅇ(122.47),군쾅군쾅 군무새들 광광 울면서 여자 물고 늘어진건 언급 안하고 또 여자탓 ㅋㅋㅋ 기득권 남자들이 도태남들한테 하는 자적자가 맨박스의 실체인데 걍약약강으로 여자패는거 봐라 이래서 여혐 탈출은 지능순이라는거   - dc App,2018.06.23 20:48:35
2921,번영 ,활활,2018.06.23 20:48:56
2922,ㅇㅇ(218.157),저 만화에 여혐한 부분이 없는데 대가리 총맞은 언냐는 왜자꾸 웅앵거리노 ㅋㅋㅋㅋㅋㅋ,2018.06.23 20:50:36
2923,ㅇㅇ ,개만도 못한 피싸개들,2018.06.23 20:51:08
2924,ㅇㅇ(222.239),각자의 눈엔 서로 탓하는것 밖엔 안보일거임 평소에 자기가 하던 남탓은 너무나 익숙해서 눈에 안보일테니까  - dc App,2018.06.23 20:51:25
2925,ㅇㅇ(123.108),멍청한년들이 끝까지 성별얘기만 하네.. 한진그룹 마누라 보고도 모르겠냐?? 남자가 남자한테 이 지랄 어휴 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 답없는 년들,2018.06.23 20:52:43
2926,ㅇㅇ(221.158),넘모 공감됩니다... 근데 보빨맨들은 이런거 생각안하겠죠...,2018.06.23 20:52:44
2927,ㅇㅇ(123.108),애당초 만화자체가 여자탓이라는 말은 한마디도 없는데 뭘 여자탓을 한다는건데 여자들 머리나쁘냐?? 지들이 몰려와서는 왜 여자탓하냐고 지랄병 떤건 생각안하고 서로가 서로 탓한데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2018.06.23 20:53:20
2928,ㅇㅇ ,페미는 정신병이다   - dc App,2018.06.23 20:53:29
2929,ㅇㅇ(218.157),존나 웃긴게 저만화에선 피싸개들 까는 내용자체가 없는데 굳이 보들거리면서 여혐타령함 ㅋㅋㅋㅋㅋㅋㅋㅋ 82kg 김치영엔 공감한다면서 이런건 왜 공감못함? 언냐들 공감능력 빻았노 ㅋㅋㅋㅋㅋㅋㅋ,2018.06.23 20:54:08
2930,ㅇㅇ(39.7),"Fact) 인생 업적이라곤 군대에 '억지로' 끌려가서 2년간 꿀만 빨다가 옛날 사람들이 군대에서 당한 피해는 지들이 당한것처럼 빼애액 거리고, 정부에다가 신고도 못하면서 만만한 한국 여자한테만 군대가라는 군무새들은 본인들이 이룬게 없다. 대한민국 사회의 대부분은 여성의 희생으로 쌓아올린 금자탑임.",2018.06.23 20:54:27
2931,ㅁㄴㅇ(59.6),보지년들은 지들끼리 나라세우면 10일안에 초토화된다,2018.06.23 20:55:07
2932,ㅇㅇ(222.239),자신들이 피해를 받고있다고 생각하는거엔 공감하기 쉬우니 그런거겠지 그건 사람 본성이더라  - dc App,2018.06.23 20:55:09
2933,ㅇㅇ(39.7),군머에서 당한피해 신고했는데 그놈의 국방부가 묵살을하셨죠 이중배상금지도 한몫하셨고요ㅠㅠ  - dc App,2018.06.23 20:55:23
2934,ㅁㄴㅇ(59.6),피싸개들은 이뤄낸것도 희생하는것도 없어서 부들부들 대는중이다,2018.06.23 20:55:41
2935,ㅇㅇ(222.239),자신들이 받고있는 피해에만 집중하고 힘을 실어서 말하는 사람들이 건강한 사회를 만들수 있을지 걱정됨.  - dc App,2018.06.23 20:56:28
2936,ㅇㅇ(39.7),막상 그 꿀빠는 군머보내려고하면 빼액대는게 그분이다 꿀빨고 군필되서 군무새조지는 테크를 타면 되는데  - dc App,2018.06.23 20:56:54
2937,ㅇㅇ(222.239),자기들 딴에는 건강한 사회를 만들겠다고 모인걸텐데 싸우느라 이미 이건 잊어버린것 같음  - dc App,2018.06.23 20:57:37
2938,ㅇㅇ(211.247),일베보다 더한 괴물이 있을 줄은. 그나마 페미들 설쳐서 다행인 건 친위대가 많이 사라졌다는 거,2018.06.23 20:57:47
2939,ㅇㅇ(39.7),니들이 여기서 여자인척 네~ 져두 여자디만 추천 눌럿쪄요 웅엥웅 해봐야 니들이 여기 올린 같잖은 만화랑 여기에 단 여혐 댓글들만 보여줘도 대한민국의 정상적인 여성들과 남자들은 공감 못 해주는거 알지? 드라마 보고 환상에 빠졌다는데 사실 본인 얘기자너ㅠㅋㅋㅋㅋㅋㅋㅋ,2018.06.23 20:57:47
2940,ㅇㅇㅇ(123.108),82kg 김지영에서는 지들끼리 공감을 하네 마네 지랄염병을 하더니 남자들끼리 공감하면 자빨을 하니 후빨을 하니... 에휴...,2018.06.23 20:57:51
2941,ㅇㅇ(180.230),팩트) 결혼과 출산을 안하면 갑옷위에 또 갑옷을 입고 수레짐까지 끄는 불상사는 생기지 않는다. 그냥 갑옷 한개로 끝내자.,2018.06.23 20:57:57
2942,ㅇㅇ(218.157),군무새들이 단순히 군대 안간다고 까는게 아냐 대가리 빻은 언냐 ㅋㅋㅋㅋ 장교 부사관으론 잘도 가면서 사병으로는 안가려는 이기주의속성을 까는거지,2018.06.23 20:58:14
2943,ㅇㅇ(220.127),아인슈타인도 직접보지못한 중력에 의한 공간휨현상이 이댓글에서 일어나네,2018.06.23 20:59:26
2944,ㅇㅇ(59.1),국방부가 무시했으면 좆창난 돼지같은 한남 몸뚱이 이끌고 시위를 하던 고소를 하던 하시던가요. 대가리에 정액만 찬 한남 아니랄까봐 이해를 못하네? 왜 국방부에서 입은 피해를 여성 징병으로 보상받으려해. 니들 병신이야?  왜 뺨은 일진한테 처맞고 여자한테 화풀이해? 니들 학창시절에 맨날 처맞아서 그정도 밖에 생각을 못하는 수준을 탓해 한남들아ㅠㅠ,2018.06.23 21:00:31
2945,ㅇㅇ(211.226),형이 진지하게 얘기해준다. 돈 많이 벌어서 결혼 안하고 자유롭게 즐기면서 사는게 답이다. 쎅쓰? 나가서 돈만 있으면 대주는 년들이 바글바글하다. 그게 대한민국 사회에서 남자가 사람답게 살 수 있는 유일한 방법이다.,2018.06.23 21:00:37
2946,ㅇㅇ(220.70),강수지 루머퍼트리던 년들 하수빈 루머퍼트리는 년들 이지연 루머퍼트려서 결국은 외국줄행랑치게 만든 년들 이라고 과거유물발굴하듯이 해줘야 여자는 여혐미러링만 했다구요라는 헛소리를 관둘거냐,2018.06.23 21:00:45
2947,ㅇㅇ(220.70),김완선 머리에 껌붙이는 테러한 년들까지 추가. 왜 오래된 연예인 이야기하냐고? 니년들이 일베 여혐 거리니까 일부러 일베도 생기기 전 이야기를 해줌,2018.06.23 21:02:01
2948,ㅇㅇ(39.7),베이비복스 눈깔테러를 빼먹으셨어  - dc App,2018.06.23 21:02:41
2949,ㅇㅇ(220.70),ㄴ 일단 컨셉을 오래된 연예인으로 잡았으니 그나이대를 타겟팅한거여,2018.06.23 21:03:27
2950,ㅇㅇ(211.247),최진실 루머 퍼뜨린 것도 여자 아니었나?,2018.06.23 21:04:31
2951,ㅇㅇ(39.7),이제 전쟁에서 남자끼리 죽였다고 자적자드립을 곧 치실예정입니다  - dc App,2018.06.23 21:05:10
2952,ㅇㅇ(211.247),근데 군대=임신은 버린 거야? 어차피 애 안낳는 거 다 아니?,2018.06.23 21:07:37
2953,ㅇㅇ(49.142),피싸개들 제발 군대가자. 그런거나 시위해,2018.06.23 21:08:55
2954,이라기실타 ,꼴페미들한테는 논리적으로 대해봤자 반감만 살걸.. 왜냐면 제대로된 사고회로 박힌 사람이라면 자신리 논리와 사실에 눈감고 이기적으로 행동하는 것에 재한 죄책감 때문에 불편해지거든 ㅋㅋ  - dc App,2018.06.23 21:09:59
2955,이라기실타 ,차라리 2등 시민이니까 장애인 대우를 해달라는 요구를 해 ㅋㅋ  - dc App,2018.06.23 21:10:36
2956,ㅇㅇ(49.142),피싸개들은 니네들을 사람취급도 안해주는 국방부한테 시위하자 ㅎㅎ 허리병신 다리병신도 공익이라도하는데 피싸개들은 요즘 등빨큰 여자도 많은데 아직도 국방부에선 사람취급도 안해줌 ㅎㅎ,2018.06.23 21:11:05
2957,ㅗ(121.132),왜 국방의 의무를 어떤 형태로라도 수행하라는게 화풀이가 되는 거냐? 웃기는 새끼네 ㅋㅋㅋㅋㅋ,2018.06.23 21:11:54
2958,ㅇㅇ(117.123),문재미 : 허허 ???있는 소식이네요,2018.06.23 21:19:31
2959,ㅇㅇ(123.108),전우여..  내 잔을 받으라. 이땅의 자지들 화이팅...,2018.06.23 21:21:02
2960,ㅇㅇ(175.123),그래봤자 다 남자가 만든 사회구조..  - dc App,2018.06.23 21:23:31
2961,ㅇㅇ(59.1),남중남고 군대에서 쳐패고 죽이는거 죄다 자적자네 ㅋㅋㅋ누가보면 여자때문에 저런거 당하는줄 알겠다. 한남새끼들 존나 한심,2018.06.23 21:23:55
2962,ㅇㅇ(59.1),젼우여.. 내 쟈늘 뱌드랴. 이땅의 쟈지들 화이팅...웅엥%엥%ㅋㅋㅋㅋㅋㅋㅋㅋㅋ존나 오글거려 진심,2018.06.23 21:25:21
2963,ㅇㅇ(39.7),보오고싶지않으몀 보오지마시죠!!,2018.06.23 21:26:14
2964,ㅇㅇ(14.55),논리적인 사고가 가능하면 극단적 이기주의자가 아닌 이상은 페미안하는데 얘네랑 얘기해서 뭐함,2018.06.23 21:27:34
2965,도와줄게 ,이게 팩트다.. 이런 만화 나오길 기다렸다  - dc App,2018.06.23 21:29:54
2966,ㅇㅇ(116.41),한마디만 할께 모두들 만화 한번 더 보고오자 여기서 개판싸움 하지 말고 이게 여혐이란 놈도 남혐이란 놈도 병신이고 남녀 갈라서 싸우는 놈도 병신 난독증 새끼니깐 다시보고 오자,2018.06.23 21:31:17
2967,ㅇㅇㅇ(123.108),걍 무시하면 될거 같은데...;,2018.06.23 21:33:35
2968,ㅇㅇㅇ(123.108),여기서 한남이 어쩌고 하는 애들 무시하면 될듯..,2018.06.23 21:33:43
2969,ㅇㅇ(1.249),팩트) 지들이 군인 대하는거 개좆같이 하면서 이제와서 지들 좆같은거 여자한테 떠넘기니 뭐니 하네 봊장애년들 ㅋㅋㅋㅋㅋㅋㅋ,2018.06.23 21:33:57
2970,ㅇㅇ(211.36),대한민국 남자여자 편가르고살면 좋겠다 진짜,2018.06.23 21:34:21
2971,ㅇㅇ(1.249),제발 페미년들 스페인 가서 살면 좋겠다 ㄹㅇ루다가 그년들 때문에 숏컷한 일반인들도 탈코니 뭐니 하는걸로 욕먹는 거자너,2018.06.23 21:36:05
2972,ㅇㅇ(221.167),꼴페미 뷔페미즘 하는것들은 남자 입장은 생각도안하고 편한것만 골라먹잖아 ㄹㅇ ㅋㅋ,2018.06.23 21:37:04
2973,다이스키치노 ,군대랑 임신이랑 같은 취급하지마라. 출산률도 ㅈㄴ 낮으면서 개소리 짖껄이고 있네. 같이 취급할꺼면 니들 40세안에 아이 안낳으면 감빵이나 벌금 몇천만원내셈  - dc App,2018.06.23 21:38:32
2974,ㅇㅇ(211.36),한국남자들의 찌질함이 댓글창에서 돋보이네. 정작 이 사회에서 가장 꿀빨고 특권을 누리는 공익새끼들 욕은 못하고 만만한 약자인 여자들을 물어뜯는거봐라,2018.06.23 21:39:04
2975,ㅇㅇ(211.36),"한국남자가 진짜로 증오하고 물어뜯어야 할 대상은 바로 공익새끼들임. 여성혐오 백날하고 페미니즘 암만 욕해봤자 남자인권 하나도 안올라가지만, 공익새끼들을 못 기어오르게 쥐어밟아놓으면 경쟁자 제거라도 됨",2018.06.23 21:39:49
2976,ㅇㅇ(221.139),? 페미는 그렇다치고 선생이 여학생봐주는건 지역마다 다른거 아닐까서울살다가 고딩때 아빠일로 광주로 전학갔는데 선생들이 여자 막패고 성추행하고 장난아니었음 물론 남학생도 맞긴했지만 광주선생은 여자들에게 수치도 줬다 공부못하니 술집갈거라는둥 그래서인가 북한주민마냥 여학생남학생 선생만 보면 김정은마냥 찬양함 - dc App,2018.06.23 21:40:03
2977,ㅇㅇ(211.36),그리고 양성평등 원하면 페미니즘 동참하라니까? 여자인권 높아지면 남자인권도 자동적으로 높아지는게 사회 시스템임,2018.06.23 21:40:39
2978,ㅇㅇ(1.250),제발 한국 남자들 한국 여자랑 결혼하지 말아주세요 비혼운동ㄱㄱ,2018.06.23 21:40:50
2979,다이스키치노 ,개소리하지마세여 공익이 뭔문제? 집에서 과자나 우걱우걱쳐먹으면서 하는거없는 페미가문제죠  - dc App,2018.06.23 21:40:58
2980,ㅇㅇ(118.47),올해 7월 수원지법에서는 애인과의 성관계 장면을 몰래 촬영한 뒤 헤어진 후 SNS에 올린 20대 남성에게 징역 2년에 집행유예 3년이 선고됐다. 6월엔 단지 “화가 난다”며 만나고 있는 애인과의 성관계 동영상을 유포한 30대 남성이 울산지법에서 징역 6월을 선고 받았다. 댓글.. 네 참 여자가 살기좋은 세상이네요 하하하  - dc App,2018.06.23 21:41:45
2981,ㅇㅇ(221.167),211.36.*.* 골빈년아 공익을 왜욕함 ㅋㅋㅋ,2018.06.23 21:42:10
2982,ㅇㅇ(125.183),페미니즘을 동참하라고...? 나는 시위가서 절대 그런짓 못하겠다...;;,2018.06.23 21:42:13
2983,ㅇㅇ(220.70),211.36 양성평등은 좋지만 집은 남자가 해왔으면 좋겠어요 가 기사 제목으로 뜨더만 무슨 페미니즘에 동참해 시발년아,2018.06.23 21:42:21
2984,ㅇㅇ(211.36),"한남들은 왜 자꾸 모르는척 하는걸까. 자기들 인권을 깎아먹는것은 바로 공익새끼들이라는 것을, 공익새끼들이야 말로 한국남자들의 진짜 적이라는 것을.",2018.06.23 21:42:31
2985,사이드스카이프 ,좋다  - dc App,2018.06.23 21:42:34
2986,ㅇㅇ(221.167),공익은 나라에 도움이라도 주는데 피싸개는 뭘하냐,2018.06.23 21:42:41
2987,ㅇㅇ(211.36),집을 남자가 해왔어요 이 말 안나오게 하려면 임금격차 36%나 해결하고 그딴 요구하세요.,2018.06.23 21:43:06
2988,ㅇㅇ(220.70),211.36 양성평등은 좋지만 집은 남자가 해왔으면 좋겠어요 가 기사 제목으로 뜨더만 무슨 페미니즘에 동참해 시발년아 -- 이거에 대답 안하네?,2018.06.23 21:43:10
2989,ㅇㅇ(211.36),221.167 // 공익이 나라에 무슨 도움을 주는데? 여자가 낸 세금까지 쳐먹으면서,2018.06.23 21:43:27
2990,ㅇㅇ(220.70),211.36 대답했네? 임금격차 그거 통계 잘못인건 아냐?,2018.06.23 21:43:32
2991,ㅇㅇ(211.36),아 뉘예뉘예 임금격차는 한남 눈에 안보이죠,2018.06.23 21:44:00
2992,사이드스카이프 ,흑백논리로 싸우자는게 아니라 한발 물러서 보는 사려깊음이 좋다...잘 보고간다.  - dc App,2018.06.23 21:44:09
2993,ㅇㅇ(220.70),"211.36 생산직으로 굴러가는 나라에서 생산직이 서비스직보다 높은 가치를 받고 높은 임금 받는게 당연하지, 억지로 다른 분야를 올려쳐주는게 평등이냐?",2018.06.23 21:44:28
2994,ㅇㅇ(118.47),화재난 건물에 대다수의 여자들은 뛰어들어 봤자 누군가를 구조해서 업고 나올만한 체격이 안되고 그걸 아니까 나서지 않는거지 봉사단체 가보면 여자가 압도적으로 많은데 ㅋㅋ..  - dc App,2018.06.23 21:44:48
2995,ㅇㅇ(125.183),임금격차가 나는 이유가 단지 남자/여자라서 라고 생각하는건 아니제??,2018.06.23 21:44:54
2996,ㅇㅇ(211.247),페미니즘의 목적은 오로지 돈임. 걔네들 말하는 것 보면 결국 돈 달라는 거다. 물론 공짜로,2018.06.23 21:44:57
2997,ㅇㅇ(220.70),"211.36 한녀 눈에는 생산직과 서비스직의 차이, 문과 이과의 차이, 야근특근을 하냐 안하냐의 차이는 안보임?",2018.06.23 21:45:21
2998,다이스키치노 ,임금격차라 일어나는이유: 일을 ㅈ도 못해섴  - dc App,2018.06.23 21:45:26
2999,ㅇㅇ(211.36),공익도 미필인데?,2018.06.23 21:45:55
3000,ㅇㅇ(123.108),아... 씨발 정말 좋은 만화에 또 여자들이 끼어드니까 개판 나는구만.. 에휴...,2018.06.23 20:15:34
3001,ㅇㅇ(39.7),니기준에서 개념남은 버팔러들? 버팔로들의 말로가 성범죄미투인건 알지?  - dc App,2018.06.23 20:15:42
3002,ㅇㅇ(121.178),너무 병신같아서 반박하고 싶지도 않은 피싸개댓글들,2018.06.23 20:15:56
3003,ㅇㅇ(59.1),비만율 40퍼센트 한남. 어딜 둘러봐도 12한남에서 못벗어나는 못생긴 와꾸 ㅠㅠ 심지어 여자들이 숏컷하고 화장안해도 좆발려서 다른 여자들마저 레즈비언이 되게 만드는 좆창난 한남 와꾸 ㅠㅠ,2018.06.23 20:16:06
3004,ㅇㅇ(1.218),보빨남들 보면 다 똑같음 그냥 한번 따먹어보려고 지랄하는거,2018.06.23 20:16:19
3005,ㅇㅇ(39.7),강남역보빨남이 폭행문제로 경찰서갔는데 그성별 아ㅡ무도 안도와줬다죠  - dc App,2018.06.23 20:16:25
3006,ㅇㅇ(211.54),"폴아웃뽀이 이쉑 말대로 ""보빨""이라고 불리는 개극혐 성희롱 미만이라 법적 조치를 취하지 못하는게 아쉬운 행위를 멈추고 펜스룰을 실행해주세요 근데 그게 안 되니까 남혐이 발생하지 역시 진정한 페미메이커 한구멍두싸개 한남",2018.06.23 20:16:51
3007,ㅇㅇㅇ(123.108),여자들은 이 좋은 만화에 왜 싸움을 거는거냐??,2018.06.23 20:17:08
